protein.key_protein.Accession,protein.Description,protein.ngramOnColumn -> EmillyBowler_KOGSK_Rep1_001_Merged_Spectrum_IA_final_protein,protein.ngramOnColumn -> EmillyBowler_KOGSK_Rep2_Merged_IA_final_protein,protein.ngramOnColumn -> EmillyBowler_KOGSK_Rep3_001_Merged_Spectrum_IA_final_protein,protein.ngramOnColumn -> EmillyBowler_WT_Rep1_001_Merged_Spectrum_IA_final_protein,protein.ngramOnColumn -> EmillyBowler_WT_Rep2_001_Merged_Spectrum_IA_final_protein,protein.ngramOnColumn -> EmillyBowler_WT_Rep3_001_Merged_Spectrum_IA_final_protein,Present_NumFiles
4909_DTX3L_HUMAN,E3 ubiquitin-protein ligase DTX3L OS=Homo sapiens GN=DTX3L PE=1 SV=1,NaN,0.0975,NaN,NaN,NaN,NaN,1
2795_CENPK_HUMAN,Centromere protein K OS=Homo sapiens GN=CENPK PE=1 SV=1,5.9492,NaN,NaN,NaN,NaN,NaN,1
11253_NFL_HUMAN,Neurofilament light polypeptide OS=Homo sapiens GN=NEFL PE=1 SV=3,NaN,NaN,NaN,0.1526,NaN,NaN,1
10252_MET7B_HUMAN,Methyltransferase-like protein 7B OS=Homo sapiens GN=METTL7B PE=2 SV=2,NaN,NaN,NaN,0.2594,NaN,NaN,1
13446_PPIL4_HUMAN,Peptidyl-prolyl cis-trans isomerase-like 4 OS=Homo sapiens GN=PPIL4 PE=1 SV=1,NaN,NaN,NaN,1.0772,NaN,NaN,1
16553_ST14_HUMAN,Suppressor of tumorigenicity 14 protein OS=Homo sapiens GN=ST14 PE=1 SV=2,NaN,NaN,NaN,NaN,3.6724,NaN,1
20072_ZN891_HUMAN,Zinc finger protein 891 OS=Homo sapiens GN=ZNF891 PE=2 SV=2,NaN,NaN,NaN,1.2207,NaN,NaN,1
12351_OTUL_HUMAN,Ubiquitin thioesterase otulin OS=Homo sapiens GN=OTULIN PE=1 SV=3,NaN,NaN,NaN,NaN,NaN,0.6751,1
17249_TEAN2_HUMAN,Transcription elongation factor A N-terminal and central domain-containing protein 2 OS=Homo sapiens GN=TCEANC2 PE=1 SV=1,NaN,NaN,NaN,0.2781,NaN,NaN,1
5742_F264_HUMAN,6-phosphofructo-2-kinase/fructose-2_6-bisphosphatase 4 OS=Homo sapiens GN=PFKFB4 PE=2 SV=6,NaN,NaN,NaN,NaN,1.6062,NaN,1
19450_ZBT42_HUMAN,Zinc finger and BTB domain-containing protein 42 OS=Homo sapiens GN=ZBTB42 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,0.0681,1
6009_FBX7_HUMAN,F-box only protein 7 OS=Homo sapiens GN=FBXO7 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,0.3911,1
5977_FBX15_HUMAN,F-box only protein 15 OS=Homo sapiens GN=FBXO15 PE=2 SV=2,NaN,NaN,0.1040,NaN,NaN,NaN,1
3555_COG8_HUMAN,Conserved oligomeric Golgi complex subunit 8 OS=Homo sapiens GN=COG8 PE=1 SV=2,NaN,NaN,0.5801,NaN,NaN,NaN,1
5291_ENKD1_HUMAN,Enkurin domain-containing protein 1 OS=Homo sapiens GN=ENKD1 PE=2 SV=1,NaN,NaN,NaN,NaN,1.1448,NaN,1
8452_JPH2_HUMAN,Junctophilin-2 OS=Homo sapiens GN=JPH2 PE=1 SV=2,NaN,0.4015,NaN,NaN,NaN,NaN,1
14049_RAB7L_HUMAN,Ras-related protein Rab-7L1 OS=Homo sapiens GN=RAB29 PE=1 SV=1,NaN,NaN,NaN,NaN,0.0753,NaN,1
1437_AXIN1_HUMAN,Axin-1 OS=Homo sapiens GN=AXIN1 PE=1 SV=2,NaN,NaN,NaN,0.9072,NaN,NaN,1
12680_PCDGB_HUMAN,Protocadherin gamma-A11 OS=Homo sapiens GN=PCDHGA11 PE=2 SV=1,NaN,NaN,NaN,NaN,0.1706,NaN,1
19534_ZEB2_HUMAN,Zinc finger E-box-binding homeobox 2 OS=Homo sapiens GN=ZEB2 PE=1 SV=1,NaN,NaN,NaN,0.3053,NaN,NaN,1
1639_BHMG1_HUMAN,Basic helix-loop-helix and HMG box domain-containing protein 1 OS=Homo sapiens GN=BHMG1 PE=3 SV=2,NaN,NaN,NaN,NaN,NaN,2.2242,1
14110_RAPSN_HUMAN,43 kDa receptor-associated protein of the synapse OS=Homo sapiens GN=RAPSN PE=1 SV=4,NaN,NaN,NaN,NaN,NaN,3.7430,1
10563_MPP8_HUMAN,M-phase phosphoprotein 8 OS=Homo sapiens GN=MPHOSPH8 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,5.7707,1
8438_JIP3_HUMAN,C-Jun-amino-terminal kinase-interacting protein 3 OS=Homo sapiens GN=MAPK8IP3 PE=1 SV=3,NaN,NaN,NaN,5.7094,NaN,NaN,1
6272_FOXK1_HUMAN,Forkhead box protein K1 OS=Homo sapiens GN=FOXK1 PE=1 SV=1,NaN,NaN,NaN,NaN,3.2389,NaN,1
10890_MYP2_HUMAN,Myelin P2 protein OS=Homo sapiens GN=PMP2 PE=1 SV=3,NaN,0.0249,NaN,NaN,NaN,NaN,1
17355_TFEC_HUMAN,Transcription factor EC OS=Homo sapiens GN=TFEC PE=1 SV=1,0.0233,NaN,NaN,NaN,NaN,NaN,1
4044_CTGE5_HUMAN,cTAGE family member 5 OS=Homo sapiens GN=CTAGE5 PE=1 SV=4,NaN,NaN,NaN,NaN,NaN,0.6964,1
8257_IPKB_HUMAN,cAMP-dependent protein kinase inhibitor beta OS=Homo sapiens GN=PKIB PE=2 SV=1,NaN,NaN,NaN,0.0039,NaN,NaN,1
16122_SNURF_HUMAN,SNRPN upstream reading frame protein OS=Homo sapiens GN=SNURF PE=1 SV=1,NaN,NaN,0.0030,NaN,NaN,NaN,1
11012_NBAS_HUMAN,Neuroblastoma-amplified sequence OS=Homo sapiens GN=NBAS PE=1 SV=2,NaN,NaN,NaN,NaN,14.7203,NaN,1
15684_SF3B4_HUMAN,Splicing factor 3B subunit 4 OS=Homo sapiens GN=SF3B4 PE=1 SV=1,NaN,NaN,1.5603,NaN,NaN,NaN,1
7442_HELB_HUMAN,DNA helicase B OS=Homo sapiens GN=HELB PE=1 SV=2,NaN,NaN,NaN,2.0156,NaN,NaN,1
12465_PAB4L_HUMAN,Polyadenylate-binding protein 4-like OS=Homo sapiens GN=PABPC4L PE=2 SV=1,6.5969,NaN,NaN,NaN,NaN,NaN,1
4595_DHX8_HUMAN,ATP-dependent RNA helicase DHX8 OS=Homo sapiens GN=DHX8 PE=1 SV=1,6.9748,NaN,NaN,NaN,NaN,NaN,1
12805_PDPK1_HUMAN,3-phosphoinositide-dependent protein kinase 1 OS=Homo sapiens GN=PDPK1 PE=1 SV=1,4.2093,NaN,NaN,NaN,NaN,NaN,1
2719_CE049_HUMAN,Uncharacterized protein C5orf49 OS=Homo sapiens GN=C5orf49 PE=2 SV=1,NaN,NaN,0.2411,NaN,NaN,NaN,1
12676_PCDG7_HUMAN,Protocadherin gamma-A7 OS=Homo sapiens GN=PCDHGA7 PE=2 SV=1,NaN,NaN,NaN,NaN,0.3701,NaN,1
19619_ZMYM2_HUMAN,Zinc finger MYM-type protein 2 OS=Homo sapiens GN=ZMYM2 PE=1 SV=1,2.3271,NaN,NaN,NaN,NaN,NaN,1
13216_PLIN2_HUMAN,Perilipin-2 OS=Homo sapiens GN=PLIN2 PE=1 SV=2,2.1097,NaN,NaN,NaN,NaN,NaN,1
18591_UBR1_HUMAN,E3 ubiquitin-protein ligase UBR1 OS=Homo sapiens GN=UBR1 PE=1 SV=1,12.9860,NaN,NaN,NaN,NaN,NaN,1
8433_JERKL_HUMAN,Jerky protein homolog-like OS=Homo sapiens GN=JRKL PE=2 SV=2,NaN,NaN,NaN,4.7954,NaN,NaN,1
808_ANKY1_HUMAN,Ankyrin repeat and MYND domain-containing protein 1 OS=Homo sapiens GN=ANKMY1 PE=2 SV=2,1.9134,NaN,NaN,NaN,NaN,NaN,1
1077_ARI1A_HUMAN,AT-rich interactive domain-containing protein 1A OS=Homo sapiens GN=ARID1A PE=1 SV=3,18.7764,NaN,NaN,NaN,NaN,NaN,1
5332_EP400_HUMAN,E1A-binding protein p400 OS=Homo sapiens GN=EP400 PE=1 SV=4,NaN,NaN,15.6723,NaN,NaN,NaN,1
5953_FBF1_HUMAN,Fas-binding factor 1 OS=Homo sapiens GN=FBF1 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,16.9062,1
16931_T22D1_HUMAN,TSC22 domain family protein 1 OS=Homo sapiens GN=TSC22D1 PE=1 SV=3,NaN,NaN,NaN,0.3431,NaN,NaN,1
17932_TPBG_HUMAN,Trophoblast glycoprotein OS=Homo sapiens GN=TPBG PE=1 SV=1,NaN,0.1636,NaN,NaN,NaN,NaN,1
831_ANPRB_HUMAN,Atrial natriuretic peptide receptor 2 OS=Homo sapiens GN=NPR2 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,1.7412,1
15504_SCND1_HUMAN,SCAN domain-containing protein 1 OS=Homo sapiens GN=SCAND1 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,0.0226,1
11113_NDST4_HUMAN,Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 4 OS=Homo sapiens GN=NDST4 PE=2 SV=1,NaN,NaN,1.0697,NaN,NaN,NaN,1
8466_K0195_HUMAN,Uncharacterized protein KIAA0195 OS=Homo sapiens GN=KIAA0195 PE=1 SV=1,19.8231,NaN,NaN,NaN,NaN,NaN,1
3685_CP26A_HUMAN,Cytochrome P450 26A1 OS=Homo sapiens GN=CYP26A1 PE=1 SV=2,NaN,NaN,NaN,0.3947,NaN,NaN,1
17824_TNC18_HUMAN,Trinucleotide repeat-containing gene 18 protein OS=Homo sapiens GN=TNRC18 PE=1 SV=3,NaN,NaN,NaN,NaN,NaN,79.7802,1
2148_CASP3_HUMAN,Caspase-3 OS=Homo sapiens GN=CASP3 PE=1 SV=2,NaN,NaN,0.3883,NaN,NaN,NaN,1
6779_GLBL3_HUMAN,Beta-galactosidase-1-like protein 3 OS=Homo sapiens GN=GLB1L3 PE=2 SV=3,17.3701,NaN,NaN,NaN,NaN,NaN,1
4289_DAPK1_HUMAN,Death-associated protein kinase 1 OS=Homo sapiens GN=DAPK1 PE=1 SV=6,NaN,NaN,NaN,5.6957,NaN,NaN,1
7890_IASPP_HUMAN,RelA-associated inhibitor OS=Homo sapiens GN=PPP1R13L PE=1 SV=4,10.9046,NaN,NaN,NaN,NaN,NaN,1
17416_THIOM_HUMAN,Thioredoxin_ mitochondrial OS=Homo sapiens GN=TXN2 PE=1 SV=2,NaN,NaN,0.0781,NaN,NaN,NaN,1
13458_PPM1H_HUMAN,Protein phosphatase 1H OS=Homo sapiens GN=PPM1H PE=1 SV=2,NaN,0.0458,NaN,NaN,NaN,NaN,1
13979_R13P3_HUMAN,Putative 60S ribosomal protein L13a protein RPL13AP3 OS=Homo sapiens GN=RPL13AP3 PE=5 SV=1,NaN,NaN,NaN,0.0192,NaN,NaN,1
8650_KCIP1_HUMAN,Kv channel-interacting protein 1 OS=Homo sapiens GN=KCNIP1 PE=1 SV=2,0.3698,NaN,NaN,NaN,NaN,NaN,1
7821_HXC6_HUMAN,Homeobox protein Hox-C6 OS=Homo sapiens GN=HOXC6 PE=2 SV=3,NaN,NaN,NaN,NaN,0.4599,NaN,1
11283_NHRF2_HUMAN,Na(+)/H(+) exchange regulatory cofactor NHE-RF2 OS=Homo sapiens GN=SLC9A3R2 PE=1 SV=2,1.3808,NaN,NaN,NaN,NaN,NaN,1
14285_RECO_HUMAN,Recoverin OS=Homo sapiens GN=RCVRN PE=1 SV=2,NaN,0.0523,NaN,NaN,NaN,NaN,1
11565_NRF1_HUMAN,Nuclear respiratory factor 1 OS=Homo sapiens GN=NRF1 PE=1 SV=1,NaN,NaN,NaN,NaN,0.3319,NaN,1
4734_DNLI4_HUMAN,DNA ligase 4 OS=Homo sapiens GN=LIG4 PE=1 SV=2,NaN,NaN,NaN,NaN,11.1662,NaN,1
6945_GOT1B_HUMAN,Vesicle transport protein GOT1B OS=Homo sapiens GN=GOLT1B PE=1 SV=1,0.1694,NaN,NaN,NaN,NaN,NaN,1
12994_PHOP1_HUMAN,Phosphoethanolamine/phosphocholine phosphatase OS=Homo sapiens GN=PHOSPHO1 PE=1 SV=1,NaN,NaN,0.4761,NaN,NaN,NaN,1
18137_TRM2_HUMAN,tRNA (uracil(54)-C(5))-methyltransferase homolog OS=Homo sapiens GN=TRMT2B PE=2 SV=1,NaN,NaN,NaN,0.4427,NaN,NaN,1
2381_CCD17_HUMAN,Coiled-coil domain-containing protein 17 OS=Homo sapiens GN=CCDC17 PE=2 SV=2,NaN,NaN,NaN,NaN,NaN,2.0918,1
11260_NFYA_HUMAN,Nuclear transcription factor Y subunit alpha OS=Homo sapiens GN=NFYA PE=1 SV=2,5.0463,NaN,NaN,NaN,NaN,NaN,1
15492_SCN2A_HUMAN,Sodium channel protein type 2 subunit alpha OS=Homo sapiens GN=SCN2A PE=1 SV=3,NaN,NaN,NaN,9.1459,NaN,NaN,1
17166_TC1D1_HUMAN,Tctex1 domain-containing protein 1 OS=Homo sapiens GN=TCTEX1D1 PE=2 SV=2,NaN,NaN,NaN,NaN,NaN,0.0967,1
7363_HAUS1_HUMAN,HAUS augmin-like complex subunit 1 OS=Homo sapiens GN=HAUS1 PE=1 SV=1,NaN,NaN,NaN,2.2460,NaN,NaN,1
10253_METH_HUMAN,Methionine synthase OS=Homo sapiens GN=MTR PE=1 SV=2,NaN,NaN,NaN,0.9324,NaN,NaN,1
8269_IPP2_HUMAN,Protein phosphatase inhibitor 2 OS=Homo sapiens GN=PPP1R2 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,0.2475,1
14943_RS27A_HUMAN,Ubiquitin-40S ribosomal protein S27a OS=Homo sapiens GN=RPS27A PE=1 SV=2,NaN,NaN,4.4841,NaN,NaN,NaN,1
5487_ETV7_HUMAN,Transcription factor ETV7 OS=Homo sapiens GN=ETV7 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,12.9258,1
14465_RHG06_HUMAN,Rho GTPase-activating protein 6 OS=Homo sapiens GN=ARHGAP6 PE=1 SV=3,2.0764,NaN,NaN,NaN,NaN,NaN,1
12299_OSBL2_HUMAN,Oxysterol-binding protein-related protein 2 OS=Homo sapiens GN=OSBPL2 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,0.1850,1
16796_SYF2_HUMAN,Pre-mRNA-splicing factor SYF2 OS=Homo sapiens GN=SYF2 PE=1 SV=1,0.2612,NaN,NaN,NaN,NaN,NaN,1
6860_GMFG_HUMAN,Glia maturation factor gamma OS=Homo sapiens GN=GMFG PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,0.1144,1
17119_TBC9B_HUMAN,TBC1 domain family member 9B OS=Homo sapiens GN=TBC1D9B PE=1 SV=3,NaN,NaN,4.0681,NaN,NaN,NaN,1
11299_NINL_HUMAN,Ninein-like protein OS=Homo sapiens GN=NINL PE=1 SV=2,NaN,NaN,NaN,1.6277,NaN,NaN,1
3485_CO061_HUMAN,Uncharacterized protein C15orf61 OS=Homo sapiens GN=C15orf61 PE=2 SV=2,NaN,NaN,0.0409,NaN,NaN,NaN,1
2174_CATIP_HUMAN,Ciliogenesis-associated TTC17-interacting protein OS=Homo sapiens GN=CATIP PE=1 SV=1,NaN,NaN,NaN,0.1040,NaN,NaN,1
2159_CASP_HUMAN,Protein CAOS=Homo sapiens GN=CUX1 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,4.9161,1
17049_TAP2_HUMAN,Antigen peptide transporter 2 OS=Homo sapiens GN=TAP2 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,0.7753,1
1739_BPIB1_HUMAN,BPI fold-containing family B member 1 OS=Homo sapiens GN=BPIFB1 PE=1 SV=1,NaN,0.6731,NaN,NaN,NaN,NaN,1
1159_ARRS_HUMAN,S-arrestin OS=Homo sapiens GN=SAG PE=1 SV=3,NaN,NaN,NaN,NaN,NaN,1.3937,1
14477_RHG22_HUMAN,Rho GTPase-activating protein 22 OS=Homo sapiens GN=ARHGAP22 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,10.1487,1
18494_UBAP1_HUMAN,Ubiquitin-associated protein 1 OS=Homo sapiens GN=UBAP1 PE=1 SV=1,NaN,NaN,NaN,0.1429,NaN,NaN,1
14375_RFPLB_HUMAN,Ret finger protein-like 4B OS=Homo sapiens GN=RFPL4B PE=2 SV=2,NaN,NaN,NaN,0.0775,NaN,NaN,1
17389_TGS1_HUMAN,Trimethylguanosine synthase OS=Homo sapiens GN=TGS1 PE=1 SV=3,3.2746,NaN,NaN,NaN,NaN,NaN,1
2878_CFA36_HUMAN,Cilia- and flagella-associated protein 36 OS=Homo sapiens GN=CFAP36 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,2.8199,1
5517_EXOC5_HUMAN,Exocyst complex component 5 OS=Homo sapiens GN=EXOC5 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,1.0892,1
16318_SPG17_HUMAN,Sperm-associated antigen 17 OS=Homo sapiens GN=SPAG17 PE=1 SV=1,NaN,NaN,NaN,6.8176,NaN,NaN,1
4396_DCST1_HUMAN,DC-STAMP domain-containing protein 1 OS=Homo sapiens GN=DCST1 PE=2 SV=1,13.2805,NaN,NaN,NaN,NaN,NaN,1
15646_SERF1_HUMAN,Small EDRK-rich factor 1 OS=Homo sapiens GN=SERF1A PE=2 SV=1,0.0324,NaN,NaN,NaN,NaN,NaN,1
14682_RMND1_HUMAN,Required for meiotic nuclear division protein 1 homolog OS=Homo sapiens GN=RMND1 PE=1 SV=2,NaN,NaN,3.4191,NaN,NaN,NaN,1
9990_MANS4_HUMAN,MANSC domain-containing protein 4 OS=Homo sapiens GN=MANSC4 PE=3 SV=3,NaN,NaN,NaN,NaN,0.9249,NaN,1
18772_VANG2_HUMAN,Vang-like protein 2 OS=Homo sapiens GN=VANGL2 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,0.3384,1
18908_VPS18_HUMAN,Vacuolar protein sorting-associated protein 18 homolog OS=Homo sapiens GN=VPS18 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,25.9704,1
15744_SGSM2_HUMAN,Small G protein signaling modulator 2 OS=Homo sapiens GN=SGSM2 PE=1 SV=4,NaN,NaN,NaN,NaN,NaN,13.2174,1
15486_SCMH1_HUMAN,Polycomb protein SCMH1 OS=Homo sapiens GN=SCMH1 PE=1 SV=1,NaN,0.3402,NaN,NaN,NaN,NaN,1
1182_ASAP2_HUMAN,Arf-GAP with SH3 domain_ ANK repeat and PH domain-containing protein 2 OS=Homo sapiens GN=ASAP2 PE=1 SV=3,13.4142,NaN,NaN,NaN,NaN,NaN,1
8348_ISM2_HUMAN,Isthmin-2 OS=Homo sapiens GN=ISM2 PE=2 SV=1,NaN,0.0242,NaN,NaN,NaN,NaN,1
19828_ZN514_HUMAN,Zinc finger protein 514 OS=Homo sapiens GN=ZNF514 PE=2 SV=1,NaN,NaN,NaN,NaN,NaN,7.6706,1
5099_EFC4A_HUMAN,EF-hand calcium-binding domain-containing protein 4A OS=Homo sapiens GN=CRACR2B PE=2 SV=3,NaN,NaN,NaN,NaN,2.6683,NaN,1
10946_NADE_HUMAN,Glutamine-dependent NAD(+) synthetase OS=Homo sapiens GN=NADSYN1 PE=1 SV=3,3.6909,NaN,NaN,NaN,NaN,NaN,1
17833_TNFA_HUMAN,Tumor necrosis factor OS=Homo sapiens GN=TNF PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,1.1864,1
2196_CB043_HUMAN,UPF0554 protein C2orf43 OS=Homo sapiens GN=C2orf43 PE=1 SV=1,3.1295,NaN,NaN,NaN,NaN,NaN,1
15158_S22A9_HUMAN,Solute carrier family 22 member 9 OS=Homo sapiens GN=SLC22A9 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,0.3435,1
2356_CC185_HUMAN,Coiled-coil domain-containing protein 185 OS=Homo sapiens GN=CCDC185 PE=2 SV=2,1.2399,NaN,NaN,NaN,NaN,NaN,1
1482_B4GT1_HUMAN,Beta-1_4-galactosyltransferase 1 OS=Homo sapiens GN=B4GALT1 PE=1 SV=5,NaN,NaN,NaN,NaN,NaN,0.7854,1
858_ANR50_HUMAN,Ankyrin repeat domain-containing protein 50 OS=Homo sapiens GN=ANKRD50 PE=1 SV=4,NaN,NaN,NaN,NaN,NaN,2.6384,1
12415_P3C2B_HUMAN,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta OS=Homo sapiens GN=PIK3C2B PE=1 SV=2,NaN,NaN,NaN,NaN,16.9244,NaN,1
12990_PHLP1_HUMAN,PH domain leucine-rich repeat-containing protein phosphatase 1 OS=Homo sapiens GN=PHLPP1 PE=1 SV=3,NaN,NaN,NaN,NaN,12.4707,NaN,1
18663_UHRF2_HUMAN,E3 ubiquitin-protein ligase UHRF2 OS=Homo sapiens GN=UHRF2 PE=1 SV=1,NaN,NaN,NaN,NaN,0.5011,NaN,1
13182_PLCC_HUMAN,1-acyl-sn-glycerol-3-phosphate acyltransferase gamma OS=Homo sapiens GN=AGPAT3 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,3.9096,1
5245_EMC6_HUMAN,ER membrane protein complex subunit 6 OS=Homo sapiens GN=EMC6 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,0.1935,1
5748_F71E2_HUMAN,Putative protein FAM71E2 OS=Homo sapiens GN=FAM71E2 PE=5 SV=3,NaN,NaN,NaN,0.2040,NaN,NaN,1
14598_RL36L_HUMAN,60S ribosomal protein L36a-like OS=Homo sapiens GN=RPL36AL PE=1 SV=3,NaN,NaN,NaN,NaN,NaN,1.8704,1
18519_UBE4A_HUMAN,Ubiquitin conjugation factor E4 A OS=Homo sapiens GN=UBE4A PE=1 SV=2,23.3491,NaN,NaN,NaN,NaN,NaN,1
17713_TMC7_HUMAN,Transmembrane channel-like protein 7 OS=Homo sapiens GN=TMC7 PE=2 SV=1,NaN,NaN,NaN,0.4394,NaN,NaN,1
11741_NXPE3_HUMAN,NXPE family member 3 OS=Homo sapiens GN=NXPE3 PE=2 SV=1,3.1849,NaN,NaN,NaN,NaN,NaN,1
1672_BL1S3_HUMAN,Biogenesis of lysosome-related organelles complex 1 subunit 3 OS=Homo sapiens GN=BLOC1S3 PE=1 SV=1,NaN,NaN,NaN,0.2003,NaN,NaN,1
1024_ARBK1_HUMAN,Beta-adrenergic receptor kinase 1 OS=Homo sapiens GN=ADRBK1 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,8.6842,1
18103_TRI68_HUMAN,E3 ubiquitin-protein ligase TRIM68 OS=Homo sapiens GN=TRIM68 PE=1 SV=1,6.5359,NaN,NaN,NaN,NaN,NaN,1
19005_WDR31_HUMAN,WD repeat-containing protein 31 OS=Homo sapiens GN=WDR31 PE=2 SV=1,0.7168,NaN,NaN,NaN,NaN,NaN,1
8441_JKIP1_HUMAN,Janus kinase and microtubule-interacting protein 1 OS=Homo sapiens GN=JAKMIP1 PE=1 SV=1,NaN,NaN,NaN,0.2331,NaN,NaN,1
16997_TACC1_HUMAN,Transforming acidic coiled-coil-containing protein 1 OS=Homo sapiens GN=TACC1 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,2.6642,1
5422_ERLEC_HUMAN,Endoplasmic reticulum lectin 1 OS=Homo sapiens GN=ERLEC1 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,0.7085,1
15336_SAA1_HUMAN,Serum amyloid A-1 protein OS=Homo sapiens GN=SAA1 PE=1 SV=1,0.0585,NaN,NaN,NaN,NaN,NaN,1
14861_RPC7_HUMAN,DNA-directed RNA polymerase III subunit RPC7 OS=Homo sapiens GN=POLR3G PE=1 SV=2,NaN,NaN,NaN,3.8281,NaN,NaN,1
4629_DJC12_HUMAN,DnaJ homolog subfamily C member 12 OS=Homo sapiens GN=DNAJC12 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,0.4820,1
10391_MK12_HUMAN,Mitogen-activated protein kinase 12 OS=Homo sapiens GN=MAPK12 PE=1 SV=3,NaN,NaN,NaN,0.7112,NaN,NaN,1
15956_SLIK3_HUMAN,SLIT and NTRK-like protein 3 OS=Homo sapiens GN=SLITRK3 PE=2 SV=2,NaN,NaN,NaN,NaN,NaN,0.1895,1
842_ANR26_HUMAN,Ankyrin repeat domain-containing protein 26 OS=Homo sapiens GN=ANKRD26 PE=1 SV=3,NaN,NaN,0.9232,NaN,NaN,NaN,1
14071_RAD52_HUMAN,DNA repair protein RAD52 homolog OS=Homo sapiens GN=RAD52 PE=1 SV=1,NaN,NaN,NaN,3.9122,NaN,NaN,1
11347_NKX63_HUMAN,Homeobox protein Nkx-6.3 OS=Homo sapiens GN=NKX6-3 PE=2 SV=1,0.0930,NaN,NaN,NaN,NaN,NaN,1
4557_DHB8_HUMAN,Estradiol 17-beta-dehydrogenase 8 OS=Homo sapiens GN=HSD17B8 PE=1 SV=2,NaN,NaN,NaN,NaN,0.1948,NaN,1
10796_MXI1_HUMAN,Max-interacting protein 1 OS=Homo sapiens GN=MXI1 PE=1 SV=2,NaN,NaN,NaN,1.2269,NaN,NaN,1
15063_RUSD3_HUMAN,RNA pseudouridylate synthase domain-containing protein 3 OS=Homo sapiens GN=RPUSD3 PE=1 SV=3,NaN,NaN,0.9713,NaN,NaN,NaN,1
18139_TRM5_HUMAN,tRNA (guanine(37)-N1)-methyltransferase OS=Homo sapiens GN=TRMT5 PE=1 SV=2,NaN,NaN,1.0531,NaN,NaN,NaN,1
17392_THA11_HUMAN,THAP domain-containing protein 11 OS=Homo sapiens GN=THAP11 PE=1 SV=2,NaN,NaN,NaN,0.1467,NaN,NaN,1
14449_RHBL3_HUMAN,Rhomboid-related protein 3 OS=Homo sapiens GN=RHBDL3 PE=2 SV=1,NaN,NaN,2.2031,NaN,NaN,NaN,1
11339_NKX24_HUMAN,Homeobox protein Nkx-2.4 OS=Homo sapiens GN=NKX2-4 PE=2 SV=3,NaN,NaN,0.1351,NaN,NaN,NaN,1
18997_WDR18_HUMAN,WD repeat-containing protein 18 OS=Homo sapiens GN=WDR18 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,1.5779,1
19856_ZN555_HUMAN,Zinc finger protein 555 OS=Homo sapiens GN=ZNF555 PE=2 SV=4,NaN,NaN,NaN,NaN,NaN,0.4521,1
785_ANGP2_HUMAN,Angiopoietin-2 OS=Homo sapiens GN=ANGPT2 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,3.7070,1
12724_PCSK4_HUMAN,Proprotein convertase subtilisin/kexin type 4 OS=Homo sapiens GN=PCSK4 PE=2 SV=2,NaN,NaN,NaN,NaN,NaN,1.9469,1
15993_SMAKA_HUMAN,Small membrane A-kinase anchor protein OS=Homo sapiens GN=C2orf88 PE=1 SV=2,NaN,NaN,NaN,0.0571,NaN,NaN,1
14464_RHG05_HUMAN,Rho GTPase-activating protein 5 OS=Homo sapiens GN=ARHGAP5 PE=1 SV=2,NaN,NaN,NaN,13.1503,NaN,NaN,1
11612_NSN5C_HUMAN,Putative methyltransferase NSUN5C OS=Homo sapiens GN=NSUN5P2 PE=5 SV=2,0.1000,NaN,NaN,NaN,NaN,NaN,1
8390_ITIH5_HUMAN,Inter-alpha-trypsin inhibitor heavy chain H5 OS=Homo sapiens GN=ITIH5 PE=2 SV=2,NaN,NaN,NaN,NaN,NaN,0.9725,1
8805_KI21A_HUMAN,Kinesin-like protein KIF21A OS=Homo sapiens GN=KIF21A PE=1 SV=2,NaN,NaN,NaN,2.0367,NaN,NaN,1
