protein.Accession,protein.Description,1 None,2 None,3 None,1 TGFB,2 TGFB,3 TGFB
P52701,DNA mismatch repair protein Msh6 OS=Homo sapiens GN=MSH6 PE=1 SV=2,,,230.7282,131.6622,63.6435,39.9813
Q14161,ARF GTPase-activating protein GIT2 OS=Homo sapiens GN=GIT2 PE=1 SV=2,,154.9089,136.6767,128.8095,121.284,
Q8NDI1,EH domain-binding protein 1 OS=Homo sapiens GN=EHBP1 PE=1 SV=3,,148.6479,556.6095,247.7337,,152.0823
O14874,[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase_ mitochondrial OS=Homo sapiens GN=BCKDK PE=1 SV=2,27.732,72.4335,713.211,64.5702,,
Q8IXI1,Mitochondrial Rho GTPase 2 OS=Homo sapiens GN=RHOT2 PE=1 SV=2,,42.8004,405.4017,99.3609,,25.3287
Q53H82,Beta-lactamase-like protein 2 OS=Homo sapiens GN=LACTB2 PE=1 SV=2,,78.9777,180.8511,,82.2525,24.7215
Q96A49,Synapse-associated protein 1 OS=Homo sapiens GN=SYAP1 PE=1 SV=1,,32.0202,,112.3269,69.6819,55.0551
O14656,Torsin-1A OS=Homo sapiens GN=TOR1A PE=1 SV=1,,58.7523,273.561,147.9075,76.1268,
P49756,RNA-binding protein 25 OS=Homo sapiens GN=RBM25 PE=1 SV=3,98.1999,45.5475,226.2471,,,26.547
P41567,Eukaryotic translation initiation factor 1 OS=Homo sapiens GN=EIF1 PE=1 SV=1,,,290.5401,222.8553,48.5169,51.8994
P50750,Cyclin-dependent kinase 9 OS=Homo sapiens GN=CDK9 PE=1 SV=3,,28.3944,150.5994,35.6208,,21.7734
Q16610,Extracellular matrix protein 1 OS=Homo sapiens GN=ECM1 PE=1 SV=2,35.1561,,134.5239,126.8955,,35.883
Q7Z2Z2,Elongation factor Tu GTP-binding domain-containing protein 1 OS=Homo sapiens GN=EFTUD1 PE=1 SV=2,,40.8849,218.3499,69.5064,83.9307,
Q9HA64,Ketosamine-3-kinase OS=Homo sapiens GN=FN3KRP PE=1 SV=2,,67.7991,483.9813,,52.0653,19.6053
P16402,Histone H1.3 OS=Homo sapiens GN=HIST1H1D PE=1 SV=2,,553.8843,937.5561,,228.5979,214.8864
Q9UKE5,TRAF2 and NCK-interacting protein kinase OS=Homo sapiens GN=TNIK PE=1 SV=1,,26.3751,210.1863,58.5177,40.3515,
P51398,28S ribosomal protein S29_ mitochondrial OS=Homo sapiens GN=DAP3 PE=1 SV=1,,35.2539,189.9975,160.296,39.5502,
Q08AF3,Schlafen family member 5 OS=Homo sapiens GN=SLFN5 PE=1 SV=1,,40.4415,218.7096,100.1154,48.0474,
P34059,N-acetylgalactosamine-6-sulfatase OS=Homo sapiens GN=GALNS PE=1 SV=1,,40.0569,283.2054,81.9333,91.341,
A8MWD9,Small nuclear ribonucleoprotein G-like protein OS=Homo sapiens PE=3 SV=2,143.0553,23.0334,,,30.5739,26.5074
Q5XKP0,Protein QIL1 OS=Homo sapiens GN=QIL1 PE=1 SV=1,,203.442,376.6227,226.2633,116.7639,
Q9H0R5,Guanylate-binding protein 3 OS=Homo sapiens GN=GBP3 PE=2 SV=3,,,57.4635,40.9869,31.8513,17.4297
Q8N6H7,ADP-ribosylation factor GTPase-activating protein 2 OS=Homo sapiens GN=ARFGAP2 PE=1 SV=1,,,375.7533,185.9376,101.391,59.9856
Q8NBN3,Transmembrane protein 87A OS=Homo sapiens GN=TMEM87A PE=1 SV=3,,,367.9533,93.4425,131.0829,75.3885
P51451,Tyrosine-protein kinase Blk OS=Homo sapiens GN=BLK PE=1 SV=3,,4.8669,41.0442,,26.1015,10.2078
Q96P48,Arf-GAP with Rho-GAP domain_ ANK repeat and PH domain-containing protein 1 OS=Homo sapiens GN=ARAP1 PE=1 SV=3,48.2511,99.8838,297.612,295.1007,,
P22455,Fibroblast growth factor receptor 4 OS=Homo sapiens GN=FGFR4 PE=1 SV=2,,18.4629,216.3231,,30.1857,53.6898
Q02224,Centromere-associated protein E OS=Homo sapiens GN=CENPE PE=1 SV=2,160.9929,,909.2526,465.6663,163.8057,
P42330,Aldo-keto reductase family 1 member C3 OS=Homo sapiens GN=AKR1C3 PE=1 SV=4,322.2228,,1847.2665,477.798,88.6692,
Q9UEY8,Gamma-adducin OS=Homo sapiens GN=ADD3 PE=1 SV=1,,182.0952,197.3922,346.7559,,43.6074
P01033,Metalloproteinase inhibitor 1 OS=Homo sapiens GN=TIMP1 PE=1 SV=1,,,1022.0763,43.23,36.9531,26.5668
P24821,Tenascin OS=Homo sapiens GN=TNC PE=1 SV=3,,,321.8151,256.6146,196.6257,190.2495
P55039,Developmentally-regulated GTP-binding protein 2 OS=Homo sapiens GN=DRG2 PE=1 SV=1,34.4298,73.4319,,186.597,44.1816,
Q96E11,Ribosome-recycling factor_ mitochondrial OS=Homo sapiens GN=MRRF PE=1 SV=1,39.0297,15.5553,,,55.8126,24.9462
Q6NUK4,Receptor expression-enhancing protein 3 OS=Homo sapiens GN=REEP3 PE=2 SV=1,,43.3377,118.5174,180.0825,63.9321,
P22607,Fibroblast growth factor receptor 3 OS=Homo sapiens GN=FGFR3 PE=1 SV=1,,19.0245,143.3337,,5.1171,17.3418
P63172,Dynein light chain Tctex-type 1 OS=Homo sapiens GN=DYNLT1 PE=1 SV=1,,48.2832,568.4367,86.8341,,26.5848
P62487,DNA-directed RNA polymerase II subunit RPB7 OS=Homo sapiens GN=POLR2G PE=1 SV=1,,23.445,,25.431,78.4725,21.1686
Q96L46,Calpain small subunit 2 OS=Homo sapiens GN=CAPNS2 PE=2 SV=2,,19.932,,10.1742,17.5236,75.8352
Q5H9R7,Serine/threonine-protein phosphatase 6 regulatory subunit 3 OS=Homo sapiens GN=PPP6R3 PE=1 SV=2,,96.1278,,411.0072,158.5098,100.893
Q9BQ67,Glutamate-rich WD repeat-containing protein 1 OS=Homo sapiens GN=GRWD1 PE=1 SV=1,,,520.9824,60.1728,154.7856,56.7123
P21266,Glutathione S-transferase Mu 3 OS=Homo sapiens GN=GSTM3 PE=1 SV=3,,154.1385,1505.9103,585.0156,227.2734,
A7E2Y1,Myosin-7B OS=Homo sapiens GN=MYH7B PE=2 SV=3,,29.7822,297.9807,,100.698,314.2287
O00625,Pirin OS=Homo sapiens GN=PIR PE=1 SV=1,,19.3383,102.8844,81.0357,,
P30613,Pyruvate kinase isozymes R/L OS=Homo sapiens GN=PKLR PE=1 SV=2,35.79,,,98.4402,,43.6536
Q9NS00,Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 OS=Homo sapiens GN=C1GALT1 PE=1 SV=1,,25.1421,,46.0893,20.1675,
Q2VIQ3,Chromosome-associated kinesin KIF4B OS=Homo sapiens GN=KIF4B PE=1 SV=2,,,,43.6134,274.2903,366.6957
O43731,ER lumen protein retaining receptor 3 OS=Homo sapiens GN=KDELR3 PE=2 SV=1,,,1162.9422,,170.2314,112.0476
Q8TBF2,Prostamide/prostaglandin F synthase OS=Homo sapiens GN=FAM213B PE=2 SV=1,18.7341,,,44.9874,36.3372,
Q2M2I8,AP2-associated protein kinase 1 OS=Homo sapiens GN=AAK1 PE=1 SV=3,28.1148,276.0975,,66.1977,,
Q9BZQ6,ER degradation-enhancing alpha-mannosidase-like 3 OS=Homo sapiens GN=EDEM3 PE=1 SV=2,28.2255,,503.1549,83.6439,,
P98082,Disabled homolog 2 OS=Homo sapiens GN=DAB2 PE=1 SV=3,,,255.549,312.0897,,305.388
Q00535,Cyclin-dependent kinase 5 OS=Homo sapiens GN=CDK5 PE=1 SV=3,,38.4894,,89.7381,48.2901,
Q9HBM1,Kinetochore protein Spc25 OS=Homo sapiens GN=SPC25 PE=1 SV=1,,15.1605,,35.3469,59.9991,
P06400,Retinoblastoma-associated protein OS=Homo sapiens GN=RB1 PE=1 SV=2,,,981.8577,142.9683,67.0704,
Q9BW83,Intraflagellar transport protein 27 homolog OS=Homo sapiens GN=IFT27 PE=1 SV=1,,,,35.4084,40.2882,19.731
Q9Y4W2,Ribosomal biogenesis protein LAS1L OS=Homo sapiens GN=LAS1L PE=1 SV=2,,91.0677,,,83.0493,38.817
Q00403,Transcription initiation factor IIB OS=Homo sapiens GN=GTF2B PE=1 SV=1,,,,115.7664,57.3327,61.2411
P18074,TFIIH basal transcription factor complex helicase XPD subunit OS=Homo sapiens GN=ERCC2 PE=1 SV=1,,19.5147,44.7645,138.5661,,
O15254,Peroxisomal acyl-coenzyme A oxidase 3 OS=Homo sapiens GN=ACOX3 PE=1 SV=2,,57.8859,243.2355,123.7497,,
O00401,Neural Wiskott-Aldrich syndrome protein OS=Homo sapiens GN=WASL PE=1 SV=2,,,,522.7011,465.2859,298.425
Q9NVP2,Histone chaperone ASF1B OS=Homo sapiens GN=ASF1B PE=1 SV=1,,,,101.5827,47.7456,38.2551
Q9H993,UPF0364 protein C6orf211 OS=Homo sapiens GN=C6orf211 PE=1 SV=1,,37.833,,,82.8966,55.6662
Q9GZQ3,COMM domain-containing protein 5 OS=Homo sapiens GN=COMMD5 PE=1 SV=1,,13.9005,,57.8793,36.6921,
Q5TZA2,Rootletin OS=Homo sapiens GN=CROCC PE=1 SV=1,,115.5393,287.7969,,,191.9454
Q8NEM2,SHC SH2 domain-binding protein 1 OS=Homo sapiens GN=SHCBP1 PE=1 SV=3,,,,102.699,105.5145,51.5526
Q99081,Transcription factor 12 OS=Homo sapiens GN=TCF12 PE=1 SV=1,,,,56.4084,73.218,41.0664
P09001,39S ribosomal protein L3_ mitochondrial OS=Homo sapiens GN=MRPL3 PE=1 SV=1,,,85.887,,47.8119,57.6897
Q8NFF5,FAD synthase OS=Homo sapiens GN=FLAD1 PE=1 SV=1,17.583,,,61.4691,,35.2212
Q8TF74,WAS/WASL-interacting protein family member 2 OS=Homo sapiens GN=WIPF2 PE=1 SV=1,,45.2091,163.9596,,300.399,
Q5SNT6,WASH complex subunit FAM21B OS=Homo sapiens GN=FAM21B PE=1 SV=2,,,290.7075,227.2425,53.1687,
Q6IAN0,Dehydrogenase/reductase SDR family member 7B OS=Homo sapiens GN=DHRS7B PE=1 SV=2,,,294.5532,22.8444,,18.0255
Q7Z6M1,Rab9 effector protein with kelch motifs OS=Homo sapiens GN=RABEPK PE=1 SV=1,31.7928,,,74.8545,38.1405,
Q9UPN6,Protein SCAF8 OS=Homo sapiens GN=SCAF8 PE=1 SV=1,,81.4782,,145.932,90.1719,
Q96HA1,Nuclear envelope pore membrane protein POM 121 OS=Homo sapiens GN=POM121 PE=1 SV=2,,55.5822,296.2158,95.8779,,
Q96G21,U3 small nucleolar ribonucleoprotein protein IMP4 OS=Homo sapiens GN=IMP4 PE=1 SV=1,,24.4806,496.7238,,38.562,
P26885,Peptidyl-prolyl cis-trans isomerase FKBP2 OS=Homo sapiens GN=FKBP2 PE=1 SV=2,,189.9294,,167.8065,,134.7459
Q14746,Conserved oligomeric Golgi complex subunit 2 OS=Homo sapiens GN=COG2 PE=1 SV=1,,20.0106,,,18.5418,20.4552
P23743,Diacylglycerol kinase alpha OS=Homo sapiens GN=DGKA PE=1 SV=3,,78.5838,,114.2961,,16.8942
Q9UK41,Vacuolar protein sorting-associated protein 28 homolog OS=Homo sapiens GN=VPS28 PE=1 SV=1,49.9914,,,66.1983,,42.9834
Q8N5W9,Protein FAM101B OS=Homo sapiens GN=FAM101B PE=1 SV=1,158.4852,26.3526,,75.9699,,
Q6P1X6,UPF0598 protein C8orf82 OS=Homo sapiens GN=C8orf82 PE=1 SV=2,,29.2101,,58.0572,24.0654,
Q9Y2H6,Fibronectin type-III domain-containing protein 3A OS=Homo sapiens GN=FNDC3A PE=1 SV=4,,,,138.8142,110.0895,416.4927
Q5JVS0,Intracellular hyaluronan-binding protein 4 OS=Homo sapiens GN=HABP4 PE=1 SV=1,46.6638,21.7866,,,22.002,
Q9BQ51,Programmed cell death 1 ligand 2 OS=Homo sapiens GN=PDCD1LG2 PE=1 SV=2,,14.9904,,104.2896,,41.952
Q9Y5A9,YTH domain family protein 2 OS=Homo sapiens GN=YTHDF2 PE=1 SV=2,,,,301.5858,102.7944,77.7183
Q6P9B9,Integrator complex subunit 5 OS=Homo sapiens GN=INTS5 PE=1 SV=1,,,,446.1216,36.6816,32.6622
Q9BX40,Protein LSM14 homolog B OS=Homo sapiens GN=LSM14B PE=1 SV=1,,,61.3011,,40.9305,17.1504
Q9NVM1,Protein FAM176B OS=Homo sapiens GN=FAM176B PE=1 SV=1,44.3448,47.1948,,96.9129,,
O94768,Serine/threonine-protein kinase 17B OS=Homo sapiens GN=STK17B PE=1 SV=1,,,,66.5472,56.7084,16.7961
Q9NQS1,Cell death regulator Aven OS=Homo sapiens GN=AVEN PE=1 SV=1,,16.0821,86.0667,,,25.6092
Q9Y6R0,Numb-like protein OS=Homo sapiens GN=NUMBL PE=1 SV=1,36.495,,173.7654,64.2561,,
Q9C0K3,Actin-related protein 3C OS=Homo sapiens GN=ACTR3C PE=2 SV=1,,28.2096,,84.6714,59.0532,
Q5T013,Putative hydroxypyruvate isomerase OS=Homo sapiens GN=HYI PE=1 SV=2,,,101.4321,119.1447,,13.8996
P29279,Connective tissue growth factor OS=Homo sapiens GN=CTGF PE=1 SV=2,,,,64.6872,103.155,34.7907
Q86UY8,5'-nucleotidase domain-containing protein 3 OS=Homo sapiens GN=NT5DC3 PE=2 SV=1,,46.6557,,132.8325,,87.2547
Q9H2J4,Phosducin-like protein 3 OS=Homo sapiens GN=PDCL3 PE=1 SV=1,,,118.7433,65.2398,,52.2591
P26022,Pentraxin-related protein PTX3 OS=Homo sapiens GN=PTX3 PE=1 SV=3,50.6661,62.9676,170.9253,,,
Q9BT40,Inositol polyphosphate 5-phosphatase K OS=Homo sapiens GN=INPP5K PE=1 SV=3,63.5085,31.8711,,170.7858,,
Q9UIA9,Exportin-7 OS=Homo sapiens GN=XPO7 PE=1 SV=3,,308.232,,296.6604,116.9445,
Q01581,Hydroxymethylglutaryl-CoA synthase_ cytoplasmic OS=Homo sapiens GN=HMGCS1 PE=1 SV=2,,,407.1396,201.498,112.3611,
Q9BXB5,Oxysterol-binding protein-related protein 10 OS=Homo sapiens GN=OSBPL10 PE=1 SV=2,,,420.9897,315.0177,,22.7349
Q8TD57,Dynein heavy chain 3_ axonemal OS=Homo sapiens GN=DNAH3 PE=2 SV=1,,185.2884,,504.756,517.4586,
O75884,Putative hydrolase RBBP9 OS=Homo sapiens GN=RBBP9 PE=1 SV=2,,,67.2849,52.9854,32.2923,
P49642,DNA primase small subunit OS=Homo sapiens GN=PRIM1 PE=1 SV=1,,,36.9825,48.7221,32.9379,
O00560,Syntenin-1 OS=Homo sapiens GN=SDCBP PE=1 SV=1,,,374.0895,,100.7532,110.4255
Q9BSD7,Cancer-related nucleoside-triphosphatase OS=Homo sapiens GN=NTPCR PE=1 SV=1,,19.6104,,34.941,,42.7977
Q15006,ER membrane protein complex subunit 2 OS=Homo sapiens GN=EMC2 PE=1 SV=1,51.9105,48.9696,,,70.0299,
P01130,Low-density lipoprotein receptor OS=Homo sapiens GN=LDLR PE=1 SV=1,72.9732,,,50.7468,81.843,
Q9UI09,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 OS=Homo sapiens GN=NDUFA12 PE=1 SV=1,38.0214,,254.3964,,35.2188,
P23368,NAD-dependent malic enzyme_ mitochondrial OS=Homo sapiens GN=ME2 PE=1 SV=1,61.3248,,,141.7935,75.6807,
O15504,Nucleoporin-like protein 2 OS=Homo sapiens GN=NUPL2 PE=1 SV=1,23.1978,21.7086,,,,26.3061
Q9H936,Mitochondrial glutamate carrier 1 OS=Homo sapiens GN=SLC25A22 PE=1 SV=1,,26.9517,,73.8867,29.4798,
Q15323,Keratin_ type I cuticular Ha1 OS=Homo sapiens GN=KRT31 PE=2 SV=3,17.9838,13.4721,,,5.1396,
Q99456,Keratin_ type I cytoskeletal 12 OS=Homo sapiens GN=KRT12 PE=1 SV=1,37.9632,47.9664,,,4.8792,
Q8TD19,Serine/threonine-protein kinase Nek9 OS=Homo sapiens GN=NEK9 PE=1 SV=2,,,,153.084,77.6757,125.2737
Q8TDX7,Serine/threonine-protein kinase Nek7 OS=Homo sapiens GN=NEK7 PE=1 SV=1,,,,117.2661,84.0441,47.1279
P40938,Replication factor C subunit 3 OS=Homo sapiens GN=RFC3 PE=1 SV=2,,,454.8453,106.4145,,29.2353
Q6Y288,Beta-1_3-glucosyltransferase OS=Homo sapiens GN=B3GALTL PE=1 SV=2,,24.1146,,63.1659,,19.6275
Q9UMS0,NFU1 iron-sulfur cluster scaffold homolog_ mitochondrial OS=Homo sapiens GN=NFU1 PE=1 SV=2,,,118.4022,22.8045,41.8242,
O15530,3-phosphoinositide-dependent protein kinase 1 OS=Homo sapiens GN=PDPK1 PE=1 SV=1,,54.3045,165.7113,35.3568,,
Q12841,Follistatin-related protein 1 OS=Homo sapiens GN=FSTL1 PE=1 SV=1,,63.3549,322.2576,,,93.0942
P35240,Merlin OS=Homo sapiens GN=NF2 PE=1 SV=1,,,214.3806,94.1076,,44.7945
Q9NPA8,Enhancer of yellow 2 transcription factor homolog OS=Homo sapiens GN=ENY2 PE=1 SV=1,184.617,,222.1992,,,88.7541
O43670,Zinc finger protein 207 OS=Homo sapiens GN=ZNF207 PE=1 SV=1,,,456.6318,,219.7296,52.0968
Q9C0J8,pre-mRNA 3' end processing protein WDR33 OS=Homo sapiens GN=WDR33 PE=1 SV=2,,247.3008,,482.5014,,229.1949
P10589,COUP transcription factor 1 OS=Homo sapiens GN=NR2F1 PE=1 SV=1,,41.385,,,80.3112,52.7085
O75170,Serine/threonine-protein phosphatase 6 regulatory subunit 2 OS=Homo sapiens GN=PPP6R2 PE=1 SV=2,,39.0876,450.1338,93.1038,,
P42858,Huntingtin OS=Homo sapiens GN=HTT PE=1 SV=2,,,470.6166,150.4128,150.4215,
Q9NQ50,39S ribosomal protein L40_ mitochondrial OS=Homo sapiens GN=MRPL40 PE=1 SV=1,,,,21.1446,39.5886,27.7614
Q6P1Q9,Methyltransferase-like protein 2B OS=Homo sapiens GN=METTL2B PE=1 SV=3,,21.1686,,46.0938,,15.2013
O95837,Guanine nucleotide-binding protein subunit alpha-14 OS=Homo sapiens GN=GNA14 PE=2 SV=1,,,82.3572,63.099,40.3053,
Q9NRX4,14 kDa phosphohistidine phosphatase OS=Homo sapiens GN=PHPT1 PE=1 SV=1,,,,113.1597,64.8006,50.1033
P78362,SRSF protein kinase 2 OS=Homo sapiens GN=SRPK2 PE=1 SV=3,,,217.4022,73.0509,36.7821,
Q96SZ6,CDK5 regulatory subunit-associated protein 1 OS=Homo sapiens GN=CDK5RAP1 PE=1 SV=2,,,128.1801,47.3193,,58.0032
O95182,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7 OS=Homo sapiens GN=NDUFA7 PE=1 SV=3,,,113.7828,88.7016,,30.6618
Q8IYU8,EF-hand domain-containing family member A1 OS=Homo sapiens GN=EFHA1 PE=1 SV=2,,36.9837,327.8082,69.3987,,
Q9Y4W6,AFG3-like protein 2 OS=Homo sapiens GN=AFG3L2 PE=1 SV=2,,159.2877,240.3864,48.3588,,
O15347,High mobility group protein B3 OS=Homo sapiens GN=HMGB3 PE=1 SV=4,,30.573,133.7493,59.8056,,
P24468,COUP transcription factor 2 OS=Homo sapiens GN=NR2F2 PE=1 SV=1,59.5914,,221.9988,97.4649,,
Q86U06,Probable RNA-binding protein 23 OS=Homo sapiens GN=RBM23 PE=1 SV=1,4.3776,,,2.8761,7.4376,
P53611,Geranylgeranyl transferase type-2 subunit beta OS=Homo sapiens GN=RABGGTB PE=1 SV=2,,124.5504,327.1305,,263.7774,
Q9NY61,Protein AATF OS=Homo sapiens GN=AATF PE=1 SV=1,,,,115.0644,269.2602,227.3724
O14925,Mitochondrial import inner membrane translocase subunit Tim23 OS=Homo sapiens GN=TIMM23 PE=1 SV=1,,55.5318,,,95.5083,15.681
Q86YS6,Ras-related protein Rab-43 OS=Homo sapiens GN=RAB43 PE=1 SV=1,,47.5098,,111.4398,,45.1656
O14972,Down syndrome critical region protein 3 OS=Homo sapiens GN=DSCR3 PE=1 SV=1,,,163.9458,64.5501,124.9398,
Q6PEY2,Tubulin alpha-3E chain OS=Homo sapiens GN=TUBA3E PE=1 SV=2,,,3133.749,267.9369,241.7091,
Q96FX7,tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A OS=Homo sapiens GN=TRMT61A PE=1 SV=1,66.7065,,140.7174,108.225,,
Q96FX8,p53 apoptosis effector related to PMP-22 OS=Homo sapiens GN=PERP PE=2 SV=1,,37.0155,270.2184,88.6263,,
Q16659,Mitogen-activated protein kinase 6 OS=Homo sapiens GN=MAPK6 PE=1 SV=1,,,144.7491,292.3641,19.2207,
P63128,HERV-K_6q14.1 provirus ancestral Gag-Pol polyprotein OS=Homo sapiens PE=3 SV=3,,,860.5878,,166.4016,175.1844
O14880,Microsomal glutathione S-transferase 3 OS=Homo sapiens GN=MGST3 PE=1 SV=1,24.9774,,134.6943,42.0336,,
P22413,Ectonucleotide pyrophosphatase/phosphodiesterase family member 1 OS=Homo sapiens GN=ENPP1 PE=1 SV=2,,55.1997,,108.8364,91.1037,
A2A3N6,Putative PIP5K1A and PSMD4-like protein OS=Homo sapiens GN=PIPSL PE=5 SV=1,,,54.8079,10.3896,,25.0029
Q8N5K1,CDGSH iron-sulfur domain-containing protein 2 OS=Homo sapiens GN=CISD2 PE=1 SV=1,,,256.0977,160.1529,,107.2827
P55290,Cadherin-13 OS=Homo sapiens GN=CDH13 PE=1 SV=1,39.2538,,239.6532,54.0756,,
P13716,Delta-aminolevulinic acid dehydratase OS=Homo sapiens GN=ALAD PE=1 SV=1,,22.4736,55.8243,,,13.9335
Q13107,Ubiquitin carboxyl-terminal hydrolase 4 OS=Homo sapiens GN=USP4 PE=1 SV=3,61.1517,,,56.9964,84.0732,
Q92995,Ubiquitin carboxyl-terminal hydrolase 13 OS=Homo sapiens GN=USP13 PE=1 SV=2,,63.5031,227.2014,128.7615,,
P11498,Pyruvate carboxylase_ mitochondrial OS=Homo sapiens GN=PC PE=1 SV=2,,58.6164,,127.8483,110.0649,
Q9P0J1,[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1_ mitochondrial OS=Homo sapiens GN=PDP1 PE=1 SV=3,,,407.3103,197.3502,51.5835,
Q9Y673,Dolichyl-phosphate beta-glucosyltransferase OS=Homo sapiens GN=ALG5 PE=1 SV=1,45.5871,19.0758,,78.0069,,
Q9H8Y8,Golgi reassembly-stacking protein 2 OS=Homo sapiens GN=GORASP2 PE=1 SV=3,,202.2831,,162.0189,848.5023,
Q9H2G2,STE20-like serine/threonine-protein kinase OS=Homo sapiens GN=SLK PE=1 SV=1,,,457.791,262.0173,199.5876,
Q9P1F3,Costars family protein ABRACL OS=Homo sapiens GN=ABRACL PE=1 SV=1,,28.3215,,79.9887,31.9554,
P02008,Hemoglobin subunit zeta OS=Homo sapiens GN=HBZ PE=1 SV=2,,,120.924,13.1454,903.2571,
Q96JY6,PDZ and LIM domain protein 2 OS=Homo sapiens GN=PDLIM2 PE=1 SV=1,71.6808,,,294.1476,,84.0846
Q9Y5R8,Trafficking protein particle complex subunit 1 OS=Homo sapiens GN=TRAPPC1 PE=1 SV=1,,11.535,85.6656,,16.4421,
Q9BTE7,DCN1-like protein 5 OS=Homo sapiens GN=DCUN1D5 PE=1 SV=1,,,,38.8743,365.4543,9.2763
Q9Y478,5'-AMP-activated protein kinase subunit beta-1 OS=Homo sapiens GN=PRKAB1 PE=1 SV=4,,34.4373,63.0765,6.5625,,
Q92572,AP-3 complex subunit sigma-1 OS=Homo sapiens GN=AP3S1 PE=1 SV=1,,48.6723,,194.5065,68.8716,
Q9NVU7,Protein SDA1 homolog OS=Homo sapiens GN=SDAD1 PE=1 SV=3,,,,112.0404,115.8279,30.2232
O43790,Keratin_ type II cuticular Hb6 OS=Homo sapiens GN=KRT86 PE=1 SV=1,2.478,135.1956,867.7752,,,
O94822,E3 ubiquitin-protein ligase listerin OS=Homo sapiens GN=LTN1 PE=1 SV=6,,,1129.3452,232.1796,68.0898,
Q9Y3L3,SH3 domain-binding protein 1 OS=Homo sapiens GN=SH3BP1 PE=1 SV=3,49.4994,,,,32.6211,40.0164
Q86X83,COMM domain-containing protein 2 OS=Homo sapiens GN=COMMD2 PE=1 SV=2,,33.5043,,,30.4059,63.7578
Q9P287,BRCA2 and CDKN1A-interacting protein OS=Homo sapiens GN=BCCIP PE=1 SV=1,,62.5524,,,46.5552,61.0959
Q16798,NADP-dependent malic enzyme_ mitochondrial OS=Homo sapiens GN=ME3 PE=2 SV=2,,,468.4221,68.2962,100.6425,
Q13371,Phosducin-like protein OS=Homo sapiens GN=PDCL PE=1 SV=3,,,105.231,40.0227,15.6753,
P12273,Prolactin-inducible protein OS=Homo sapiens GN=PIP PE=1 SV=1,,86.5635,54.2706,59.175,,
O95602,DNA-directed RNA polymerase I subunit RPA1 OS=Homo sapiens GN=POLR1A PE=1 SV=2,,575.427,2901.7719,2104.9776,,
Q5VX52,Spermatogenesis-associated protein 1 OS=Homo sapiens GN=SPATA1 PE=2 SV=3,,289.5741,,702.6774,,337.9038
Q9BUT1,3-hydroxybutyrate dehydrogenase type 2 OS=Homo sapiens GN=BDH2 PE=1 SV=2,,28.8051,,,29.3226,34.7043
Q96EK7,Constitutive coactivator of peroxisome proliferator-activated receptor gamma OS=Homo sapiens GN=FAM120B PE=1 SV=1,,13.8639,,47.0592,48.579,
Q96EK5,KIF1-binding protein OS=Homo sapiens GN=KIAA1279 PE=1 SV=1,673.2369,,725.2437,243.2994,,
P51587,Breast cancer type 2 susceptibility protein OS=Homo sapiens GN=BRCA2 PE=1 SV=2,,151.8228,718.0794,,,70.7673
O14773,Tripeptidyl-peptidase 1 OS=Homo sapiens GN=TPP1 PE=1 SV=2,321.9333,,429.6624,186.7587,,
Q9UJW0,Dynactin subunit 4 OS=Homo sapiens GN=DCTN4 PE=1 SV=1,,45.2259,,72.0021,75.8316,
O95613,Pericentrin OS=Homo sapiens GN=PCNT PE=1 SV=4,,,2696.9343,248.1879,249.1578,
Q9BU89,Deoxyhypusine hydroxylase OS=Homo sapiens GN=DOHH PE=1 SV=1,31.6893,,,61.2537,,33.9624
Q96IX5,Up-regulated during skeletal muscle growth protein 5 OS=Homo sapiens GN=USMG5 PE=1 SV=1,25.7319,,637.3191,,,39.0696
P48454,Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform OS=Homo sapiens GN=PPP3CC PE=1 SV=3,,,,7.6131,38.0853,19.3542
Q53T59,HCLS1-binding protein 3 OS=Homo sapiens GN=HS1BP3 PE=1 SV=1,64.2228,,,139.2438,167.9235,
Q9H0U3,Magnesium transporter protein 1 OS=Homo sapiens GN=MAGT1 PE=1 SV=1,45.2085,49.3914,,71.4417,,
P07196,Neurofilament light polypeptide OS=Homo sapiens GN=NEFL PE=1 SV=3,40.512,,,83.0034,,59.88
Q9C0D9,Ethanolaminephosphotransferase 1 OS=Homo sapiens GN=EPT1 PE=1 SV=3,,63.9165,297.741,62.7618,,
P43307,Translocon-associated protein subunit alpha OS=Homo sapiens GN=SSR1 PE=1 SV=3,17.715,,,,93.7542,102.1131
O76081,Regulator of G-protein signaling 20 OS=Homo sapiens GN=RGS20 PE=1 SV=4,35.0469,,188.361,188.4123,,
P57088,Transmembrane protein 33 OS=Homo sapiens GN=TMEM33 PE=1 SV=2,183.3051,,,,265.1106,128.9292
P33947,ER lumen protein retaining receptor 2 OS=Homo sapiens GN=KDELR2 PE=1 SV=1,,13.1973,454.4358,,,27.8487
P21283,V-type proton ATPase subunit C 1 OS=Homo sapiens GN=ATP6V1C1 PE=1 SV=4,,,973.0845,114.6609,,44.9898
