protein.Accession,protein.Description,protein.fmolOnColumn -> 1+TGFB+1+to+12_IA_final_protein,protein.ngramOnColumn -> 1+TGFB+1+to+12_IA_final_protein,protein.fmolOnColumn -> 2+None+1+to+12_IA_final_protein,protein.ngramOnColumn -> 2+None+1+to+12_IA_final_protein,protein.fmolOnColumn -> LW_120613_1NONE_REPEAT_001_IA_final_protein,protein.ngramOnColumn -> LW_120613_1NONE_REPEAT_001_IA_final_protein,protein.fmolOnColumn -> LW_290513_2TGFB_001_IA_final_protein,protein.ngramOnColumn -> LW_290513_2TGFB_001_IA_final_protein,protein.fmolOnColumn -> LW_290513_3NONE_001_IA_final_protein,protein.ngramOnColumn -> LW_290513_3NONE_001_IA_final_protein,protein.fmolOnColumn -> LW_290513_3TGFB_001_IA_final_protein,protein.ngramOnColumn -> LW_290513_3TGFB_001_IA_final_protein,Present_NumFiles
P06746,DNA polymerase beta OS=Homo sapiens GN=POLB PE=1 SV=3,NaN,NaN,NaN,NaN,NaN,NaN,17.786,0.6821,NaN,NaN,NaN,NaN,1
A6ZKI3,Protein FAM127A OS=Homo sapiens GN=FAM127A PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.0584,0.33,NaN,NaN,1
Q13368,MAGUK p55 subfamily member 3 OS=Homo sapiens GN=MPP3 PE=1 SV=2,NaN,NaN,NaN,NaN,51.7773,3.4459,NaN,NaN,NaN,NaN,NaN,NaN,1
Q86WB0,Nuclear-interacting partner of ALK OS=Homo sapiens GN=ZC3HC1 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,21.5214,1.2139,NaN,NaN,NaN,NaN,1
Q7Z7B0,Filamin-A-interacting protein 1 OS=Homo sapiens GN=FILIP1 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,95.7076,13.2672,1
Q9NZQ3,NCK-interacting protein with SH3 domain OS=Homo sapiens GN=NCKIPSD PE=1 SV=1,NaN,NaN,NaN,NaN,9.5645,0.7623,NaN,NaN,NaN,NaN,NaN,NaN,1
Q7Z3S7,Voltage-dependent calcium channel subunit alpha-2/delta-4 OS=Homo sapiens GN=CACNA2D4 PE=1 SV=2,NaN,NaN,45.5084,5.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
P29400,Collagen alpha-5(IV) chain OS=Homo sapiens GN=COL4A5 PE=1 SV=2,92.6485,15.0262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q07002,Cyclin-dependent kinase 18 OS=Homo sapiens GN=CDK18 PE=1 SV=3,29.9502,1.633,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
P20719,Homeobox protein Hox-A5 OS=Homo sapiens GN=HOXA5 PE=1 SV=2,6.4944,0.1917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
P18510,Interleukin-1 receptor antagonist protein OS=Homo sapiens GN=IL1RN PE=1 SV=1,NaN,NaN,NaN,NaN,2.339,0.0477,NaN,NaN,NaN,NaN,NaN,NaN,1
O60828,Polyglutamine-binding protein 1 OS=Homo sapiens GN=PQBP1 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,18.7055,0.5711,NaN,NaN,NaN,NaN,1
O60437,Periplakin OS=Homo sapiens GN=PPL PE=1 SV=4,124.845,25.6328,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q9NSI2,Protein FAM207A OS=Homo sapiens GN=FAM207A PE=1 SV=2,15.0705,0.3836,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q12802,A-kinase anchor protein 13 OS=Homo sapiens GN=AKAP13 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82.2895,25.5569,1
Q96T60,Bifunctional polynucleotide phosphatase/kinase OS=Homo sapiens GN=PNKP PE=1 SV=1,NaN,NaN,5.9511,0.3427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q9P2I0,Cleavage and polyadenylation specificity factor subunit 2 OS=Homo sapiens GN=CPSF2 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,17.1068,1.5284,NaN,NaN,NaN,NaN,1
O15118,Niemann-Pick C1 protein OS=Homo sapiens GN=NPC1 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.7303,3.0051,NaN,NaN,1
Q86WC6,Protein phosphatase 1 regulatory subunit 27 OS=Homo sapiens GN=PPP1R27 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,34.3401,0.6027,NaN,NaN,NaN,NaN,1
Q9BTM9,Ubiquitin-related modifier 1 homolog OS=Homo sapiens GN=URM1 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,8.4735,0.0964,NaN,NaN,NaN,NaN,1
Q15139,Serine/threonine-protein kinase D1 OS=Homo sapiens GN=PRKD1 PE=1 SV=2,32.0216,3.2987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
O95841,Angiopoietin-related protein 1 OS=Homo sapiens GN=ANGPTL1 PE=2 SV=1,5.8422,0.334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q9HCP0,Casein kinase I isoform gamma-1 OS=Homo sapiens GN=CSNK1G1 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,56.5126,2.7673,NaN,NaN,1
P62699,Protein yippee-like 5 OS=Homo sapiens GN=YPEL5 PE=2 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.9839,0.4078,NaN,NaN,1
Q9UGI8,Testin OS=Homo sapiens GN=TES PE=1 SV=1,11.8056,0.5882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q9H3H1,tRNA dimethylallyltransferase_ mitochondrial OS=Homo sapiens GN=TRIT1 PE=1 SV=1,NaN,NaN,NaN,NaN,100.8284,5.3507,NaN,NaN,NaN,NaN,NaN,NaN,1
A6NCN2,Keratin-81-like protein KRT121P OS=Homo sapiens GN=KRT121P PE=5 SV=4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,112.7058,3.3331,NaN,NaN,1
Q96SI1,BTB/POZ domain-containing protein KCTD15 OS=Homo sapiens GN=KCTD15 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,9.7196,0.3138,NaN,NaN,NaN,NaN,1
Q9Y6I7,WD repeat and SOCS box-containing protein 1 OS=Homo sapiens GN=WSB1 PE=1 SV=1,NaN,NaN,277.6904,13.3298,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q9ULI2,Beta-citryl-glutamate synthase B OS=Homo sapiens GN=RIMKLB PE=2 SV=2,NaN,NaN,123.0878,5.311,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q92802,NEDD4-binding protein 2-like 2 OS=Homo sapiens GN=N4BP2L2 PE=1 SV=1,201.2995,13.7287,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
A6H8Y1,Transcription factor TFIIIB component B'' homolog OS=Homo sapiens GN=BDP1 PE=1 SV=3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,486.1896,143.6882,NaN,NaN,1
Q8N895,Zinc finger protein 366 OS=Homo sapiens GN=ZNF366 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,599.2808,52.0286,NaN,NaN,1
Q9Y2W2,WW domain-binding protein 11 OS=Homo sapiens GN=WBP11 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43.3606,3.0351,NaN,NaN,1
P07992,DNA excision repair protein ERCC-1 OS=Homo sapiens GN=ERCC1 PE=1 SV=1,70.481,2.3191,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q95604,HLA class I histocompatibility antigen_ Cw-17 alpha chain OS=Homo sapiens GN=HLA-C PE=1 SV=1,NaN,NaN,1.2664,0.0527,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
P49916,DNA ligase 3 OS=Homo sapiens GN=LIG3 PE=1 SV=2,50.0467,5.7248,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q13042,Cell division cycle protein 16 homolog OS=Homo sapiens GN=CDC16 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.7563,2.3009,1
Q8WW22,DnaJ homolog subfamily A member 4 OS=Homo sapiens GN=DNAJA4 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,67.8623,3.0865,NaN,NaN,NaN,NaN,1
Q9NRM1,Enamelin OS=Homo sapiens GN=ENAM PE=2 SV=3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84.3896,10.9018,1
Q6NZ67,Mitotic-spindle organizing protein 2B OS=Homo sapiens GN=MZT2B PE=1 SV=1,20.4079,0.3323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q9NW82,WD repeat-containing protein 70 OS=Homo sapiens GN=WDR70 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,659.1465,48.739,NaN,NaN,1
Q6IQ20,N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D OS=Homo sapiens GN=NAPEPLD PE=1 SV=2,NaN,NaN,164.5381,7.5585,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
P61916,Epididymal secretory protein E1 OS=Homo sapiens GN=NPC2 PE=1 SV=1,14.8242,0.2507,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q9BYB4,Guanine nucleotide-binding protein subunit beta-like protein 1 OS=Homo sapiens GN=GNB1L PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47.0879,1.7094,NaN,NaN,1
Q8IUR7,Armadillo repeat-containing protein 8 OS=Homo sapiens GN=ARMC8 PE=1 SV=2,NaN,NaN,7.169,0.5495,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
P35858,Insulin-like growth factor-binding protein complex acid labile subunit OS=Homo sapiens GN=IGFALS PE=1 SV=1,NaN,NaN,22.1687,1.4803,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
P15151,Poliovirus receptor OS=Homo sapiens GN=PVR PE=1 SV=2,21.1426,0.9687,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q7Z422,SUZ domain-containing protein 1 OS=Homo sapiens GN=SZRD1 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,45.7219,0.7771,NaN,NaN,NaN,NaN,1
P54289,Voltage-dependent calcium channel subunit alpha-2/delta-1 OS=Homo sapiens GN=CACNA2D1 PE=1 SV=3,38.788,4.876,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q92692,Poliovirus receptor-related protein 2 OS=Homo sapiens GN=PVRL2 PE=1 SV=1,NaN,NaN,5.9824,0.3482,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q96EW2,HSPB1-associated protein 1 OS=Homo sapiens GN=HSPBAP1 PE=1 SV=1,NaN,NaN,106.6449,5.9563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q15834,Coiled-coil domain-containing protein 85B OS=Homo sapiens GN=CCDC85B PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.7384,0.5774,NaN,NaN,1
Q8IWR0,Zinc finger CCCH domain-containing protein 7A OS=Homo sapiens GN=ZC3H7A PE=1 SV=1,33.4309,3.7583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
P15882,N-chimaerin OS=Homo sapiens GN=CHN1 PE=1 SV=3,47.5616,2.5588,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q6UX04,Peptidyl-prolyl cis-trans isomerase CWC27 homolog OS=Homo sapiens GN=CWC27 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.1395,0.4937,1
Q330K2,NADH dehydrogenase (ubiquinone) complex I_ assembly factor 6 OS=Homo sapiens GN=NDUFAF6 PE=1 SV=2,36.4538,1.4062,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
P47224,Guanine nucleotide exchange factor MSS4 OS=Homo sapiens GN=RABIF PE=1 SV=2,17.223,0.2433,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
P17568,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7 OS=Homo sapiens GN=NDUFB7 PE=1 SV=4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.798,0.1131,1
Q9NZT2,Opioid growth factor receptor OS=Homo sapiens GN=OGFR PE=1 SV=3,25.4532,1.8809,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q9BY89,Uncharacterized protein KIAA1671 OS=Homo sapiens GN=KIAA1671 PE=1 SV=2,171.8518,33.9816,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q96A57,Transmembrane protein 230 OS=Homo sapiens GN=TMEM230 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.781,0.0762,1
Q9H5Q4,Dimethyladenosine transferase 2_ mitochondrial OS=Homo sapiens GN=TFB2M PE=1 SV=1,13.8757,0.6356,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q13356,Peptidyl-prolyl cis-trans isomerase-like 2 OS=Homo sapiens GN=PPIL2 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,128.352,7.6087,NaN,NaN,NaN,NaN,1
Q5BJF2,Transmembrane protein 97 OS=Homo sapiens GN=TMEM97 PE=1 SV=1,NaN,NaN,NaN,NaN,5.2605,0.1106,NaN,NaN,NaN,NaN,NaN,NaN,1
A6NEK1,Arrestin domain-containing protein 5 OS=Homo sapiens GN=ARRDC5 PE=2 SV=2,28.1954,1.0967,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q6PGN9,Proline/serine-rich coiled-coil protein 1 OS=Homo sapiens GN=PSRC1 PE=1 SV=1,289.1529,11.251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q14956,Transmembrane glycoprotein NMB OS=Homo sapiens GN=GPNMB PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,76.6358,4.9556,NaN,NaN,1
Q9BUE0,Mediator of RNA polymerase II transcription subunit 18 OS=Homo sapiens GN=MED18 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,43.2725,1.0289,NaN,NaN,NaN,NaN,1
Q9BVA6,Adenosine monophosphate-protein transferase FICD OS=Homo sapiens GN=FICD PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.2305,0.5315,1
Q96AX9,E3 ubiquitin-protein ligase MIB2 OS=Homo sapiens GN=MIB2 PE=1 SV=3,65.9107,7.3627,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q96S55,ATPase WRNIP1 OS=Homo sapiens GN=WRNIP1 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,21.8209,1.5902,NaN,NaN,NaN,NaN,1
Q9H6E5,Speckle targeted PIP5K1A-regulated poly(A) polymerase OS=Homo sapiens GN=TUT1 PE=1 SV=2,13.3574,1.2695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q15035,Translocating chain-associated membrane protein 2 OS=Homo sapiens GN=TRAM2 PE=1 SV=1,114.8165,5.0271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
P55083,Microfibril-associated glycoprotein 4 OS=Homo sapiens GN=MFAP4 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,14.9345,0.433,NaN,NaN,NaN,NaN,1
Q29960,HLA class I histocompatibility antigen_ Cw-16 alpha chain OS=Homo sapiens GN=HLA-C PE=2 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,20.363,0.8403,NaN,NaN,NaN,NaN,1
Q15554,Telomeric repeat-binding factor 2 OS=Homo sapiens GN=TERF2 PE=1 SV=2,58.1383,3.2396,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q9Y244,Proteasome maturation protein OS=Homo sapiens GN=POMP PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,15.4399,0.2447,NaN,NaN,NaN,NaN,1
Q06547,GA-binding protein subunit beta-1 OS=Homo sapiens GN=GABPB1 PE=1 SV=2,26.6074,1.1334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q9NW64,Pre-mRNA-splicing factor RBM22 OS=Homo sapiens GN=RBM22 PE=1 SV=1,31.0687,1.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q9NZ43,Vesicle transport protein USE1 OS=Homo sapiens GN=USE1 PE=1 SV=2,NaN,NaN,NaN,NaN,7.4747,0.2204,NaN,NaN,NaN,NaN,NaN,NaN,1
Q9H1A4,Anaphase-promoting complex subunit 1 OS=Homo sapiens GN=ANAPC1 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,73.7268,16.1217,NaN,NaN,1
O00214,Galectin-8 OS=Homo sapiens GN=LGALS8 PE=1 SV=4,102.2767,3.6798,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q9H9Y2,Ribosome production factor 1 OS=Homo sapiens GN=RPF1 PE=1 SV=2,NaN,NaN,154.871,6.2297,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
P57771,Regulator of G-protein signaling 8 OS=Homo sapiens GN=RGS8 PE=1 SV=1,NaN,NaN,NaN,NaN,17.7452,0.3752,NaN,NaN,NaN,NaN,NaN,NaN,1
Q9Y242,Transcription factor 19 OS=Homo sapiens GN=TCF19 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30.6719,1.1632,1
Q96KR1,Zinc finger RNA-binding protein OS=Homo sapiens GN=ZFR PE=1 SV=2,NaN,NaN,59.2301,6.9982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
A6NHS7,MANSC domain-containing protein 4 OS=Homo sapiens GN=MANSC4 PE=4 SV=3,NaN,NaN,NaN,NaN,NaN,NaN,18.2295,0.7051,NaN,NaN,NaN,NaN,1
Q15431,Synaptonemal complex protein 1 OS=Homo sapiens GN=SYCP1 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,623.9051,71.6362,NaN,NaN,1
P01775,Ig heavy chain V-III region LAY OS=Homo sapiens PE=1 SV=1,NaN,NaN,NaN,NaN,5.2525,0.0675,NaN,NaN,NaN,NaN,NaN,NaN,1
Q53GT1,Kelch-like protein 22 OS=Homo sapiens GN=KLHL22 PE=1 SV=2,65.942,4.7935,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q9BYV2,Tripartite motif-containing protein 54 OS=Homo sapiens GN=TRIM54 PE=1 SV=3,45.0478,1.854,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
A8MS94,Putative golgin subfamily A member 2-like protein 5 OS=Homo sapiens PE=5 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20.1632,0.2486,NaN,NaN,1
Q9H201,Epsin-3 OS=Homo sapiens GN=EPN3 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.2282,0.426,1
Q99459,Cell division cycle 5-like protein OS=Homo sapiens GN=CDC5L PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,82.9328,7.6695,NaN,NaN,NaN,NaN,1
Q6QNY1,Biogenesis of lysosome-related organelles complex 1 subunit 2 OS=Homo sapiens GN=BLOC1S2 PE=1 SV=1,4.9193,0.0788,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q9GZM8,Nuclear distribution protein nudE-like 1 OS=Homo sapiens GN=NDEL1 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.7022,0.7594,1
Q5VWX1,KH domain-containing_ RNA-binding_ signal transduction-associated protein 2 OS=Homo sapiens GN=KHDRBS2 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,56.6584,2.2056,NaN,NaN,1
Q9H2Y7,Zinc finger protein 106 homolog OS=Homo sapiens GN=ZFP106 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,58.3293,12.2971,1
Q9BWK5,Modulator of retrovirus infection homolog OS=Homo sapiens GN=MRI PE=2 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,68.6149,1.1704,NaN,NaN,NaN,NaN,1
P35916,Vascular endothelial growth factor receptor 3 OS=Homo sapiens GN=FLT4 PE=1 SV=3,25.9393,4.0172,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q643R3,Lysophospholipid acyltransferase LPCAT4 OS=Homo sapiens GN=LPCAT4 PE=1 SV=1,21.1903,1.2222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
P24593,Insulin-like growth factor-binding protein 5 OS=Homo sapiens GN=IGFBP5 PE=1 SV=1,NaN,NaN,18.9222,0.5979,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q5W0B1,RING finger protein 219 OS=Homo sapiens GN=RNF219 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.4039,0.6927,1
Q15438,Cytohesin-1 OS=Homo sapiens GN=CYTH1 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,58.4704,2.7404,NaN,NaN,1
Q9NW13,RNA-binding protein 28 OS=Homo sapiens GN=RBM28 PE=1 SV=3,14.818,1.2781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q9NZD8,Maspardin OS=Homo sapiens GN=SPG21 PE=1 SV=1,NaN,NaN,14.7046,0.5183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
O75635,Serpin B7 OS=Homo sapiens GN=SERPINB7 PE=2 SV=1,34.2977,1.4813,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q8N884,Protein MB21D1 OS=Homo sapiens GN=MB21D1 PE=1 SV=2,55.8134,3.3208,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q9H019,Protein FAM54B OS=Homo sapiens GN=FAM54B PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119.6561,3.8785,NaN,NaN,1
O60725,Protein-S-isoprenylcysteine O-methyltransferase OS=Homo sapiens GN=ICMT PE=1 SV=1,20.1777,0.6525,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q5HYK7,SH3 domain-containing protein 19 OS=Homo sapiens GN=SH3D19 PE=1 SV=2,NaN,NaN,66.5129,5.793,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q6DN90,IQ motif and SEC7 domain-containing protein 1 OS=Homo sapiens GN=IQSEC1 PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,28.0775,3.0652,NaN,NaN,NaN,NaN,1
Q5HYK3,2-methoxy-6-polyprenyl-1_4-benzoquinol methylase_ mitochondrial OS=Homo sapiens GN=COQ5 PE=1 SV=2,18.5056,0.6926,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
P60509,HERV-R(b)_3p24.3 provirus ancestral Env polyprotein OS=Homo sapiens PE=2 SV=1,NaN,NaN,NaN,NaN,88.0875,5.2253,NaN,NaN,NaN,NaN,NaN,NaN,1
Q9UKI8,Serine/threonine-protein kinase tousled-like 1 OS=Homo sapiens GN=TLK1 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,13.8124,1.2054,NaN,NaN,NaN,NaN,1
Q8WW14,Uncharacterized protein C10orf82 OS=Homo sapiens GN=C10orf82 PE=2 SV=2,NaN,NaN,85.0091,2.257,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q0IIM8,TBC1 domain family member 8B OS=Homo sapiens GN=TBC1D8B PE=2 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.0376,3.2597,1
Q9H944,Mediator of RNA polymerase II transcription subunit 20 OS=Homo sapiens GN=MED20 PE=1 SV=1,12.6363,0.2992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
P42566,Epidermal growth factor receptor substrate 15 OS=Homo sapiens GN=EPS15 PE=1 SV=2,18.8571,1.8722,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q9UQ90,Paraplegin OS=Homo sapiens GN=SPG7 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39.9033,3.53,1
A2IDD5,Coiled-coil domain-containing protein 78 OS=Homo sapiens GN=CCDC78 PE=2 SV=1,NaN,NaN,NaN,NaN,36.0199,1.758,NaN,NaN,NaN,NaN,NaN,NaN,1
Q7L8J4,SH3 domain-binding protein 5-like OS=Homo sapiens GN=SH3BP5L PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,6.8217,0.2983,NaN,NaN,NaN,NaN,1
Q14691,DNA replication complex GINS protein PSF1 OS=Homo sapiens GN=GINS1 PE=1 SV=1,NaN,NaN,7.425,0.1728,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q6NUT3,Major facilitator superfamily domain-containing protein 12 OS=Homo sapiens GN=MFSD12 PE=2 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,7.3756,0.3904,NaN,NaN,NaN,NaN,1
Q6ZMV9,Kinesin-like protein KIF6 OS=Homo sapiens GN=KIF6 PE=1 SV=3,NaN,NaN,60.7731,5.6604,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
O43633,Charged multivesicular body protein 2a OS=Homo sapiens GN=CHMP2A PE=1 SV=1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,73.106,1.8353,NaN,NaN,1
Q9NXA8,NAD-dependent protein deacylase sirtuin-5_ mitochondrial OS=Homo sapiens GN=SIRT5 PE=1 SV=2,26.8481,0.928,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q96F44,E3 ubiquitin-protein ligase TRIM11 OS=Homo sapiens GN=TRIM11 PE=1 SV=2,24.0972,1.2964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q9Y5G4,Protocadherin gamma-A9 OS=Homo sapiens GN=PCDHGA9 PE=2 SV=1,NaN,NaN,21.5586,2.2045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
Q7Z4H7,HAUS augmin-like complex subunit 6 OS=Homo sapiens GN=HAUS6 PE=1 SV=2,NaN,NaN,NaN,NaN,NaN,NaN,126.78,13.9084,NaN,NaN,NaN,NaN,1
